cod_provincia,valor
02,24.2
03,115.1
04,8.9
01,34.9
33,64.9
05,6.5
06,26.7
07,29.5
08,443.2
48,76.1
09,40.8
10,18.2
11,34.8
39,38.4
12,52.9
13,26.8
14,35.3
15,63.4
16,10.7
20,74.8
17,73.3
18,27.7
19,16
21,16.4
22,14.8
23,21.4
24,23.5
25,24.7
27,14.2
28,246.1
29,28
30,74.2
31,69.2
32,18.6
34,10.7
35,19.1
36,73.1
26,36
37,16.5
38,20.1
40,10.9
41,81.7
42,7.5
43,58.5
44,9.3
45,47
46,163.7
47,34.2
49,8.1
50,78.6
51,1
52,0.9
