cod_provincia,valor
02,35.6
03,150.4
04,65.9
01,18.5
33,60.7
05,9.7
06,56
07,71.7
08,416.5
48,57.7
09,17
10,30.2
11,133.8
39,30.5
12,40.6
13,40.9
14,64.7
15,60.1
16,14.5
20,22.2
17,49.5
18,86.1
19,16.1
21,38.3
22,8.8
23,40.4
24,30.6
25,20.3
27,14.1
28,345.5
29,149.7
30,110.5
31,28.4
32,19.6
34,7.2
35,115.4
36,64.3
26,14.4
37,21.2
38,97.4
40,8.9
41,176
42,3.7
43,54.1
44,5.4
45,64.7
46,196.8
47,27
49,11
50,55.9
51,10
52,6
