cod_provincia,valor
02,117.9
03,542.4
04,192.6
01,102.1
33,326
05,46.3
06,192
07,462.2
08,1919.9
48,393.5
09,110.7
10,106.9
11,377.1
39,189.1
12,176.2
13,133.8
14,211.4
15,359.2
16,48.1
20,222.1
17,249.2
18,276
19,86.1
21,142.7
22,69.1
23,160.4
24,147.3
25,131.7
27,91.4
28,2607.9
29,529.1
30,415.4
31,190.2
32,84.9
34,44.3
35,389.5
36,272.8
26,87.8
37,106.6
38,373.3
40,48.7
41,592.3
42,26.8
43,252.2
44,34.9
45,207.9
46,817.4
47,184.9
49,48.8
50,303.5
51,26.9
52,26.8
