cod_provincia,valor
02,10.7
03,51.1
04,21.8
01,3.4
33,25.8
05,5
06,19.2
07,54.6
08,143
48,35
09,12.4
10,16
11,29.9
39,18.7
12,16.8
13,17.7
14,17.7
15,32.9
16,6.9
20,15
17,26.2
18,19.1
19,9.5
21,20
22,7.2
23,16
24,11.9
25,14.5
27,11.7
28,169.2
29,51.9
30,30.3
31,13.4
32,8
34,4.8
35,27.1
36,27.1
26,7.1
37,8
38,25.6
40,6.1
41,45.2
42,2.3
43,24.2
44,6.6
45,23.5
46,70
47,10.5
49,5.8
50,22.5
51,1.4
52,1
