cod_provincia,valor
02,22.8
03,102.8
04,44.6
01,12.4
33,47.9
05,13.1
06,41.1
07,95.5
08,311
48,57.9
09,20.8
10,21.7
11,64.8
39,36.2
12,41.5
13,37.8
14,35
15,61.6
16,16.2
20,27.3
17,59.9
18,57.8
19,15.7
21,29.9
22,11.9
23,29.5
24,25
25,29.7
27,15.8
28,342.9
29,112.8
30,100.3
31,31.7
32,11
34,6.3
35,60.2
36,45.4
26,17.8
37,20.6
38,67.8
40,9.9
41,107.4
42,5.2
43,65.8
44,9.7
45,55.2
46,161
47,27.1
49,9.4
50,54.9
51,2
52,1.9
