cod_provincia,valor
02,108.8
03,585.3
04,203.1
01,99.3
33,326
05,40
06,187.2
07,414.9
08,1850.3
48,369
09,107.9
10,111.4
11,364.3
39,181.6
12,177.9
13,134.8
14,217.2
15,361
16,52.7
20,226.9
17,226.6
18,259.9
19,82.6
21,143.8
22,72.4
23,159.1
24,136.3
25,129.6
27,88.3
28,2615.7
29,522.6
30,414.6
31,175.2
32,89.3
34,48.5
35,398.7
36,271.4
26,91.8
37,105.5
38,346
40,45.8
41,582.7
42,22.7
43,240
44,36.7
45,197.6
46,804.8
47,184
49,44
50,306.2
51,25.5
52,23.2
