cod_provincia,valor
02,27.7
03,135.3
04,15.5
01,50.1
33,61.6
05,6.2
06,26.4
07,38.4
08,475.6
48,86
09,38.4
10,18.2
11,43.7
39,43.5
12,52.7
13,26.9
14,41
15,75
16,11.9
20,85.9
17,63.8
18,31
19,17.1
21,15.3
22,16.9
23,29.3
24,23.3
25,37.4
27,19.4
28,291.5
29,27.6
30,77.8
31,74.6
32,21.9
34,12.9
35,22.8
36,81.3
26,35.9
37,19.4
38,25
40,8.1
41,86.2
42,8.9
43,70.3
44,12.1
45,53.1
46,184.7
47,37.2
49,8.1
50,91.6
51,0.3
52,0.5
