cod_provincia,valor
02,22.3
03,145.2
04,9.5
01,39.6
33,60
05,6.6
06,27.7
07,41.6
08,477.6
48,82.1
09,34.9
10,18.3
11,42.4
39,44.3
12,47.8
13,29.2
14,36.1
15,75.4
16,14
20,82.2
17,60.2
18,28.9
19,15.7
21,20.1
22,16.5
23,25.6
24,26
25,29.8
27,17.4
28,292.1
29,29.9
30,83.1
31,78.2
32,22.2
34,14
35,23.3
36,75.7
26,34.1
37,17.8
38,21.9
40,9
41,87.2
42,9.9
43,61.9
44,11.8
45,58.7
46,172.4
47,41.4
49,5.9
50,85.5
51,0.3
52,0.5
