cod_provincia,valor
02,14.2
03,21.9
04,93.5
01,4.5
33,13.6
05,5.7
06,40.3
07,3.6
08,13.2
48,9.2
09,6.8
10,16.5
11,16.4
39,7.3
12,10.4
13,23.2
14,55.2
15,30
16,14.4
20,2.4
17,11.2
18,43.9
19,3.6
21,45.7
22,16
23,74
24,9.8
25,19.3
27,21.1
28,9.3
29,26.5
30,89.1
31,13.5
32,8
34,6.6
35,10.4
36,23.7
26,8.9
37,8.1
38,13
40,6.3
41,55
42,5.4
43,21.1
44,6.6
45,25.6
46,40.1
47,8.2
49,11.1
50,22
51,0
52,0
