cod_provincia,valor
02,22.2
03,117.3
04,12.5
01,36.1
33,57.8
05,6
06,30.7
07,28
08,451.1
48,81.6
09,40.5
10,15.3
11,42.3
39,39.3
12,54.3
13,27.4
14,30.8
15,64.1
16,10.7
20,74.6
17,70.2
18,28.5
19,17.6
21,19.5
22,13.5
23,25.9
24,22.9
25,29.1
27,15.1
28,277.8
29,28.7
30,74.9
31,74.9
32,19
34,11.7
35,23.4
36,72.2
26,37.4
37,12.4
38,19.9
40,9.4
41,77
42,9
43,55.3
44,11.1
45,50.6
46,176.7
47,35.4
49,8
50,74.1
51,1.4
52,0.5
