cod_provincia,valor
02,15.1
03,60.2
04,31.5
01,2.6
33,21.6
05,4.6
06,22.7
07,23
08,169.9
48,24.4
09,8.2
10,11.7
11,51.5
39,10
12,11.9
13,14.3
14,28.6
15,22.5
16,3.7
20,11.3
17,23.3
18,32.2
19,6.9
21,10.9
22,2.9
23,14.8
24,11.3
25,6.8
27,6.9
28,138.9
29,70.2
30,35.3
31,7.9
32,4.1
34,6
35,54.2
36,20.5
26,7.4
37,13.8
38,44
40,3.4
41,64.4
42,1.7
43,16.4
44,1.7
45,18.6
46,65.6
47,10
49,4.4
50,16.4
51,3.1
52,5.5
