cod_provincia,valor
02,15.3
03,28.8
04,52.4
01,4.8
33,17.8
05,7.5
06,32.7
07,6.5
08,10.7
48,4.7
09,9.2
10,19
11,16.2
39,8.6
12,13
13,23.5
14,57.4
15,23.9
16,14.1
20,4.1
17,8.6
18,47.2
19,3.2
21,55.2
22,10.9
23,56.2
24,13
25,21.2
27,27
28,17.3
29,22.3
30,85.6
31,17.1
32,5.3
34,6.6
35,15.3
36,21.7
26,9.7
37,7.6
38,16.7
40,9.5
41,59.5
42,4
43,15.9
44,4.9
45,17.6
46,33.8
47,11.2
49,9.9
50,19.9
51,0.1
52,0
