cod_provincia,valor
02,24.6
03,112.6
04,37.6
01,7.8
33,36.2
05,7.8
06,35.5
07,51.8
08,288.3
48,31.7
09,13.2
10,17.8
11,89.2
39,18.1
12,36.6
13,20.7
14,45.4
15,39.4
16,8.2
20,12.8
17,33.8
18,56.8
19,10.1
21,26.3
22,6
23,27.4
24,16.5
25,13.1
27,8.5
28,267.3
29,105.8
30,82.2
31,16.2
32,11.6
34,7.7
35,91.3
36,41.7
26,12.3
37,12.7
38,71.9
40,4.2
41,120.2
42,1.8
43,35.7
44,4.5
45,32.4
46,127.4
47,22
49,6.8
50,33.1
51,4.8
52,5
