cod_provincia,valor
02,6.7
03,40.3
04,13.7
01,2.7
33,15.5
05,2.1
06,19.4
07,13.6
08,75.4
48,16.4
09,5.5
10,8.8
11,37.5
39,6.3
12,7.3
13,11.8
14,23.4
15,19.7
16,3.6
20,7.3
17,11.5
18,22.7
19,3.7
21,10.4
22,1.4
23,12.3
24,8.4
25,4
27,3.5
28,98
29,37.5
30,22.8
31,6.5
32,3.1
34,2.7
35,31.2
36,15.3
26,3.1
37,8.9
38,26.6
40,3
41,40.3
42,1.5
43,8.2
44,1.7
45,13.8
46,41.1
47,8.1
49,3
50,10.7
51,3.8
52,3
