cod_provincia,valor
02,16.1
03,61.7
04,19.3
01,9.8
33,42.6
05,8.6
06,24.9
07,57.7
08,170.3
48,37
09,14.7
10,17.5
11,40.9
39,22.4
12,23.4
13,22.1
14,26
15,45.2
16,7.9
20,24.5
17,33
18,27.7
19,11.9
21,19.7
22,8.8
23,19.6
24,19.3
25,18.5
27,12.2
28,198.2
29,60.6
30,53
31,24.4
32,12.9
34,6.8
35,28.3
36,32.8
26,16.4
37,12.2
38,37
40,8.3
41,60.2
42,3.9
43,35.7
44,5.8
45,31.2
46,91.4
47,18.1
49,8.7
50,32.4
51,2.1
52,3.1
