cod_provincia,valor
02,105.7
03,527.9
04,215.4
01,96
33,310.7
05,43.9
06,189.8
07,446
08,1815
48,379.3
09,100.5
10,102.7
11,349.4
39,179.6
12,161.2
13,119.1
14,206
15,360.7
16,46
20,210.5
17,228.9
18,256
19,90.1
21,127.9
22,64.9
23,158.9
24,132.6
25,133.3
27,89.1
28,2597.8
29,509.7
30,397.8
31,179.6
32,82.2
34,47.4
35,397.8
36,260.1
26,81.6
37,99.6
38,336.9
40,48.9
41,587.2
42,24.8
43,240
44,35.6
45,191.8
46,797.8
47,168.3
49,40.4
50,300.8
51,27.5
52,26.8
