cod_provincia,valor
02,10.2
03,45.7
04,19
01,8.6
33,23.7
05,6.4
06,21.5
07,45.5
08,141.5
48,35.7
09,10.7
10,10.8
11,33.5
39,15.6
12,13.3
13,15.2
14,19.5
15,32.3
16,7.5
20,18.7
17,24.4
18,18.9
19,5
21,9.4
22,7.9
23,9.6
24,13.5
25,18.5
27,8.9
28,159.9
29,51.6
30,32.3
31,14.5
32,9.5
34,4.8
35,24.9
36,28.8
26,8.4
37,8.1
38,26
40,5.1
41,50
42,2.5
43,29.1
44,5.3
45,25.4
46,65.3
47,13.6
49,8.4
50,22.1
51,0.4
52,1.1
