cod_provincia,valor
02,16.7
03,26.7
04,56.7
01,3.3
33,17.9
05,6.8
06,35.6
07,7.7
08,12.1
48,6.1
09,6.5
10,16.5
11,20.1
39,7.4
12,13.6
13,21.6
14,64.5
15,22.8
16,17.5
20,4.4
17,9.5
18,54.8
19,3.4
21,57.1
22,10.4
23,75.2
24,10.2
25,19.7
27,25.4
28,12
29,25.9
30,87
31,15.1
32,5.1
34,7.1
35,16.2
36,20.6
26,8.5
37,9.5
38,17.2
40,9.2
41,62.9
42,4.2
43,16.9
44,5.2
45,17.2
46,25.2
47,10
49,8
50,17.7
51,0.2
52,0
