cod_provincia,valor
02,110
03,535.8
04,201.4
01,99.5
33,316
05,46.8
06,173
07,455.5
08,1839.4
48,380.4
09,111.7
10,100.3
11,369.4
39,183.1
12,167
13,125.9
14,213.4
15,357.7
16,50.9
20,221
17,244
18,268.3
19,87.3
21,133.5
22,67.9
23,161
24,136.8
25,130.9
27,90.5
28,2622.8
29,528.7
30,409.7
31,189.9
32,84.3
34,44.1
35,405.7
36,266
26,86.2
37,104.1
38,367.2
40,46.7
41,586.1
42,24.4
43,246.2
44,36.7
45,197.7
46,812.9
47,176.2
49,45.2
50,315.6
51,27.2
52,25.6
