cod_provincia,valor
02,18
03,18.4
04,86
01,2.3
33,14.3
05,7
06,38.2
07,3.8
08,10.7
48,7
09,9.7
10,16.4
11,15.2
39,7.6
12,8
13,20.7
14,50.1
15,25.3
16,12.6
20,3
17,10.2
18,44.9
19,2.7
21,41.1
22,12.8
23,54.1
24,10.8
25,18.6
27,20.9
28,11.7
29,18.6
30,90.4
31,10.8
32,7.2
34,6.9
35,11.8
36,22.7
26,8.5
37,11.2
38,13.2
40,7.2
41,50.7
42,4.7
43,19.6
44,6.6
45,15.4
46,32.7
47,11.1
49,11.7
50,20.6
51,0
52,0
