cod_provincia,valor
02,21.9
03,117.6
04,44.9
01,10.8
33,57.1
05,13.4
06,39.2
07,95.8
08,302.1
48,60
09,22
10,25.2
11,74.2
39,37.2
12,43.2
13,41.7
14,42.1
15,62.1
16,14.3
20,26.9
17,62.6
18,66.5
19,15.8
21,32.3
22,12.7
23,36
24,26
25,32.2
27,18.2
28,364.9
29,116.1
30,100.5
31,31.9
32,13.4
34,6.8
35,63
36,50.1
26,19
37,17.4
38,72.3
40,13.9
41,111.4
42,5
43,63.1
44,10.5
45,63.4
46,187
47,26.6
49,10.8
50,48.7
51,1.7
52,1.5
