cod_provincia,valor
02,32.2
03,147
04,64.6
01,20.1
33,51.4
05,11.9
06,50.6
07,61
08,377.7
48,61.3
09,19.1
10,31.3
11,156.1
39,32.3
12,37.9
13,49
14,56.9
15,64.6
16,15.5
20,27.8
17,52.1
18,79.4
19,17
21,29.2
22,9.1
23,40.4
24,28.6
25,21.2
27,15
28,391
29,128.5
30,108
31,28.6
32,19.3
34,13.8
35,130.8
36,68.6
26,15.3
37,16.5
38,114.1
40,7
41,162.5
42,4.6
43,56.4
44,8.2
45,61.4
46,168.5
47,23.7
49,15.3
50,47.4
51,9
52,8.8
