cod_provincia,valor
02,12.8
03,37.1
04,52.4
01,4.8
33,18.3
05,8.3
06,35.7
07,4.9
08,13.1
48,8
09,8.2
10,20.4
11,19.4
39,8.1
12,13.4
13,21.8
14,51.6
15,24.1
16,11.9
20,3.2
17,6.9
18,47.1
19,2
21,48.4
22,12.8
23,53.3
24,10.1
25,24.9
27,24.7
28,10.2
29,25.1
30,83.2
31,14.8
32,6.5
34,7.1
35,11.5
36,22.1
26,10.5
37,10.9
38,18
40,6.9
41,61.4
42,4.3
43,17.8
44,5.1
45,16
46,32.3
47,12.3
49,8.8
50,18.5
51,0
52,0
