cod_provincia,valor
02,20.5
03,145.5
04,11.5
01,36
33,64.8
05,6.6
06,28.3
07,36.6
08,480.8
48,93.4
09,37.1
10,16.9
11,46.7
39,43.7
12,48.7
13,35.7
14,33.9
15,71.5
16,13.4
20,80.6
17,60.9
18,29.4
19,18.2
21,22.6
22,14.9
23,25
24,28.3
25,29.9
27,17.7
28,290.3
29,30.9
30,84.3
31,72.9
32,23.1
34,12.1
35,20.6
36,76.5
26,33.8
37,19.7
38,22.6
40,7.5
41,90.5
42,10
43,59.8
44,10.6
45,55.3
46,169.2
47,41.1
49,7.5
50,79.9
51,0.5
52,0.5
