cod_provincia,valor
02,15.5
03,37.8
04,60.2
01,3.6
33,17.6
05,8.8
06,38.6
07,5.8
08,12.1
48,6.8
09,8.1
10,19.4
11,21.7
39,7
12,15.2
13,22.8
14,55.5
15,26.1
16,10.1
20,2.5
17,9.2
18,46.7
19,2.6
21,48.3
22,13.3
23,53.4
24,8.7
25,22.5
27,25.7
28,11
29,23.8
30,84.9
31,11.2
32,7.5
34,7.7
35,13.4
36,24
26,9.5
37,11.9
38,16.9
40,5.4
41,64.6
42,4.4
43,20.2
44,6.7
45,18.8
46,30.4
47,13.2
49,9.9
50,19.6
51,0.2
52,0
