,ds_provincia,cod_provincia,value,anio,trimestre,sector
3107,Santa Cruz de Tenerife,38,355.0,2010,4,Servicios
3108,Segovia,40,51.8,2010,4,Servicios
3109,Sevilla,41,593.5,2010,4,Servicios
3110,Soria,42,28.3,2010,4,Servicios
3111,Tarragona,43,235.5,2010,4,Servicios
3112,Teruel,44,35.2,2010,4,Servicios
3113,Toledo,45,192.1,2010,4,Servicios
3114,Valencia/ValÃ¨ncia,46,825.6,2010,4,Servicios
3115,Valladolid,47,176.3,2010,4,Servicios
3116,Zamora,49,49.0,2010,4,Servicios
3117,Zaragoza,50,288.7,2010,4,Servicios
3118,Ceuta,51,25.9,2010,4,Servicios
3119,Melilla,52,24.8,2010,4,Servicios
3120,Albacete,2,13.7,2011,1,Agricultura
3121,Alicante/Alacant,3,20.3,2011,1,Agricultura
3122,AlmerÃ­a,4,67.8,2011,1,Agricultura
3123,Araba/Ã�lava,1,2.2,2011,1,Agricultura
3124,Asturias,33,14.4,2011,1,Agricultura
3125,Ã�vila,5,7.4,2011,1,Agricultura
3126,Badajoz,6,30.0,2011,1,Agricultura
3127,"Balears, Illes",7,6.7,2011,1,Agricultura
3128,Barcelona,8,14.1,2011,1,Agricultura
3129,Bizkaia,48,3.2,2011,1,Agricultura
3130,Burgos,9,12.8,2011,1,Agricultura
3131,CÃ¡ceres,10,15.2,2011,1,Agricultura
3132,CÃ¡diz,11,20.4,2011,1,Agricultura
3133,Cantabria,39,7.7,2011,1,Agricultura
3134,CastellÃ³n/CastellÃ³,12,10.4,2011,1,Agricultura
3135,Ciudad Real,13,16.2,2011,1,Agricultura
3136,CÃ³rdoba,14,65.2,2011,1,Agricultura
3137,"CoruÃ±a, A",15,28.7,2011,1,Agricultura
3138,Cuenca,16,12.4,2011,1,Agricultura
3139,Gipuzkoa,20,4.8,2011,1,Agricultura
3140,Girona,17,10.9,2011,1,Agricultura
3141,Granada,18,32.6,2011,1,Agricultura
3142,Guadalajara,19,3.0,2011,1,Agricultura
3143,Huelva,21,45.2,2011,1,Agricultura
3144,Huesca,22,16.7,2011,1,Agricultura
3145,JaÃ©n,23,65.3,2011,1,Agricultura
3146,LeÃ³n,24,10.7,2011,1,Agricultura
3147,Lleida,25,20.9,2011,1,Agricultura
3148,Lugo,27,27.9,2011,1,Agricultura
3149,Madrid,28,6.0,2011,1,Agricultura
3150,MÃ¡laga,29,20.0,2011,1,Agricultura
3151,Murcia,30,93.5,2011,1,Agricultura
3152,Navarra,31,10.2,2011,1,Agricultura
3153,Ourense,32,9.8,2011,1,Agricultura
3154,Palencia,34,4.4,2011,1,Agricultura
3155,"Palmas, Las",35,11.3,2011,1,Agricultura
3156,Pontevedra,36,23.6,2011,1,Agricultura
3157,"Rioja, La",26,8.1,2011,1,Agricultura
3158,Salamanca,37,6.5,2011,1,Agricultura
3159,Santa Cruz de Tenerife,38,17.0,2011,1,Agricultura
3160,Segovia,40,5.8,2011,1,Agricultura
3161,Sevilla,41,59.0,2011,1,Agricultura
3162,Soria,42,3.9,2011,1,Agricultura
3163,Tarragona,43,22.4,2011,1,Agricultura
3164,Teruel,44,6.7,2011,1,Agricultura
3165,Toledo,45,17.9,2011,1,Agricultura
3166,Valencia/ValÃ¨ncia,46,35.7,2011,1,Agricultura
3167,Valladolid,47,8.9,2011,1,Agricultura
3168,Zamora,49,10.6,2011,1,Agricultura
3169,Zaragoza,50,14.3,2011,1,Agricultura
3170,Ceuta,51,0.0,2011,1,Agricultura
3171,Melilla,52,0.0,2011,1,Agricultura
3172,Albacete,2,13.9,2011,1,Construccion
3173,Alicante/Alacant,3,73.4,2011,1,Construccion
3174,AlmerÃ­a,4,31.1,2011,1,Construccion
3175,Araba/Ã�lava,1,7.5,2011,1,Construccion
3176,Asturias,33,45.5,2011,1,Construccion
3177,Ã�vila,5,8.7,2011,1,Construccion
3178,Badajoz,6,33.3,2011,1,Construccion
3179,"Balears, Illes",7,60.3,2011,1,Construccion
3180,Barcelona,8,215.4,2011,1,Construccion
3181,Bizkaia,48,45.1,2011,1,Construccion
3182,Burgos,9,14.2,2011,1,Construccion
3183,CÃ¡ceres,10,20.8,2011,1,Construccion
3184,CÃ¡diz,11,50.8,2011,1,Construccion
3185,Cantabria,39,25.2,2011,1,Construccion
3186,CastellÃ³n/CastellÃ³,12,27.4,2011,1,Construccion
3187,Ciudad Real,13,31.0,2011,1,Construccion
3188,CÃ³rdoba,14,28.1,2011,1,Construccion
3189,"CoruÃ±a, A",15,49.4,2011,1,Construccion
3190,Cuenca,16,10.0,2011,1,Construccion
3191,Gipuzkoa,20,19.5,2011,1,Construccion
3192,Girona,17,39.6,2011,1,Construccion
3193,Granada,18,33.0,2011,1,Construccion
3194,Guadalajara,19,11.5,2011,1,Construccion
3195,Huelva,21,17.5,2011,1,Construccion
3196,Huesca,22,10.9,2011,1,Construccion
3197,JaÃ©n,23,21.3,2011,1,Construccion
3198,LeÃ³n,24,17.3,2011,1,Construccion
3199,Lleida,25,21.3,2011,1,Construccion
3200,Lugo,27,17.3,2011,1,Construccion
3201,Madrid,28,245.7,2011,1,Construccion
3202,MÃ¡laga,29,75.0,2011,1,Construccion
3203,Murcia,30,66.2,2011,1,Construccion
3204,Navarra,31,28.4,2011,1,Construccion
3205,Ourense,32,13.7,2011,1,Construccion
3206,Palencia,34,5.4,2011,1,Construccion
3207,"Palmas, Las",35,43.4,2011,1,Construccion
3208,Pontevedra,36,33.0,2011,1,Construccion
3209,"Rioja, La",26,14.7,2011,1,Construccion
3210,Salamanca,37,11.7,2011,1,Construccion
3211,Santa Cruz de Tenerife,38,44.1,2011,1,Construccion
3212,Segovia,40,8.7,2011,1,Construccion
3213,Sevilla,41,73.5,2011,1,Construccion
3214,Soria,42,4.1,2011,1,Construccion
3215,Tarragona,43,45.3,2011,1,Construccion
3216,Teruel,44,7.6,2011,1,Construccion
3217,Toledo,45,38.9,2011,1,Construccion
3218,Valencia/ValÃ¨ncia,46,105.9,2011,1,Construccion
3219,Valladolid,47,22.1,2011,1,Construccion
3220,Zamora,49,8.9,2011,1,Construccion
3221,Zaragoza,50,36.1,2011,1,Construccion
3222,Ceuta,51,2.9,2011,1,Construccion
3223,Melilla,52,2.4,2011,1,Construccion
3224,Albacete,2,26.0,2011,1,Industria
3225,Alicante/Alacant,3,122.3,2011,1,Industria
3226,AlmerÃ­a,4,17.6,2011,1,Industria
3227,Araba/Ã�lava,1,52.9,2011,1,Industria
3228,Asturias,33,63.3,2011,1,Industria
3229,Ã�vila,5,6.5,2011,1,Industria
3230,Badajoz,6,28.0,2011,1,Industria
3231,"Balears, Illes",7,40.8,2011,1,Industria
3232,Barcelona,8,468.8,2011,1,Industria
3233,Bizkaia,48,83.7,2011,1,Industria
3234,Burgos,9,35.3,2011,1,Industria
3235,CÃ¡ceres,10,18.0,2011,1,Industria
3236,CÃ¡diz,11,47.7,2011,1,Industria
3237,Cantabria,39,39.2,2011,1,Industria
3238,CastellÃ³n/CastellÃ³,12,50.7,2011,1,Industria
3239,Ciudad Real,13,29.8,2011,1,Industria
3240,CÃ³rdoba,14,37.2,2011,1,Industria
3241,"CoruÃ±a, A",15,73.5,2011,1,Industria
3242,Cuenca,16,12.5,2011,1,Industria
3243,Gipuzkoa,20,88.8,2011,1,Industria
3244,Girona,17,68.9,2011,1,Industria
3245,Granada,18,30.2,2011,1,Industria
3246,Guadalajara,19,20.4,2011,1,Industria
3247,Huelva,21,16.6,2011,1,Industria
3248,Huesca,22,15.3,2011,1,Industria
3249,JaÃ©n,23,27.2,2011,1,Industria
3250,LeÃ³n,24,24.2,2011,1,Industria
3251,Lleida,25,35.0,2011,1,Industria
3252,Lugo,27,16.1,2011,1,Industria
3253,Madrid,28,283.2,2011,1,Industria
3254,MÃ¡laga,29,30.1,2011,1,Industria
3255,Murcia,30,78.9,2011,1,Industria
3256,Navarra,31,71.0,2011,1,Industria
3257,Ourense,32,20.8,2011,1,Industria
3258,Palencia,34,12.6,2011,1,Industria
3259,"Palmas, Las",35,25.6,2011,1,Industria
3260,Pontevedra,36,82.0,2011,1,Industria
3261,"Rioja, La",26,38.4,2011,1,Industria
3262,Salamanca,37,18.9,2011,1,Industria
3263,Santa Cruz de Tenerife,38,21.7,2011,1,Industria
3264,Segovia,40,9.1,2011,1,Industria
3265,Sevilla,41,88.0,2011,1,Industria
3266,Soria,42,8.4,2011,1,Industria
3267,Tarragona,43,67.0,2011,1,Industria
3268,Teruel,44,11.9,2011,1,Industria
3269,Toledo,45,51.1,2011,1,Industria
3270,Valencia/ValÃ¨ncia,46,187.1,2011,1,Industria
3271,Valladolid,47,35.3,2011,1,Industria
3272,Zamora,49,7.9,2011,1,Industria
3273,Zaragoza,50,87.7,2011,1,Industria
3274,Ceuta,51,0.6,2011,1,Industria
3275,Melilla,52,0.4,2011,1,Industria
3276,Albacete,2,23.2,2011,1,ParadosActivos
3277,Alicante/Alacant,3,112.3,2011,1,ParadosActivos
3278,AlmerÃ­a,4,48.3,2011,1,ParadosActivos
3279,Araba/Ã�lava,1,10.6,2011,1,ParadosActivos
3280,Asturias,33,42.5,2011,1,ParadosActivos
3281,Ã�vila,5,10.1,2011,1,ParadosActivos
3282,Badajoz,6,41.2,2011,1,ParadosActivos
3283,"Balears, Illes",7,54.1,2011,1,ParadosActivos
3284,Barcelona,8,330.3,2011,1,ParadosActivos
3285,Bizkaia,48,39.1,2011,1,ParadosActivos
3286,Burgos,9,15.6,2011,1,ParadosActivos
3287,CÃ¡ceres,10,15.8,2011,1,ParadosActivos
3288,CÃ¡diz,11,95.0,2011,1,ParadosActivos
3289,Cantabria,39,19.7,2011,1,ParadosActivos
3290,CastellÃ³n/CastellÃ³,12,42.0,2011,1,ParadosActivos
3291,Ciudad Real,13,27.3,2011,1,ParadosActivos
3292,CÃ³rdoba,14,46.2,2011,1,ParadosActivos
3293,"CoruÃ±a, A",15,41.4,2011,1,ParadosActivos
3294,Cuenca,16,9.2,2011,1,ParadosActivos
3295,Gipuzkoa,20,15.2,2011,1,ParadosActivos
3296,Girona,17,42.1,2011,1,ParadosActivos
3297,Granada,18,57.6,2011,1,ParadosActivos
3298,Guadalajara,19,10.3,2011,1,ParadosActivos
3299,Huelva,21,34.1,2011,1,ParadosActivos
3300,Huesca,22,7.7,2011,1,ParadosActivos
3301,JaÃ©n,23,27.6,2011,1,ParadosActivos
3302,LeÃ³n,24,19.0,2011,1,ParadosActivos
3303,Lleida,25,13.0,2011,1,ParadosActivos
3304,Lugo,27,10.8,2011,1,ParadosActivos
3305,Madrid,28,265.6,2011,1,ParadosActivos
3306,MÃ¡laga,29,126.8,2011,1,ParadosActivos
3307,Murcia,30,91.5,2011,1,ParadosActivos
3308,Navarra,31,17.6,2011,1,ParadosActivos
3309,Ourense,32,13.5,2011,1,ParadosActivos
3310,Palencia,34,6.9,2011,1,ParadosActivos
3311,"Palmas, Las",35,94.8,2011,1,ParadosActivos
3312,Pontevedra,36,46.1,2011,1,ParadosActivos
3313,"Rioja, La",26,13.8,2011,1,ParadosActivos
3314,Salamanca,37,13.0,2011,1,ParadosActivos
3315,Santa Cruz de Tenerife,38,75.7,2011,1,ParadosActivos
3316,Segovia,40,3.6,2011,1,ParadosActivos
3317,Sevilla,41,115.4,2011,1,ParadosActivos
3318,Soria,42,3.5,2011,1,ParadosActivos
3319,Tarragona,43,38.9,2011,1,ParadosActivos
3320,Teruel,44,5.2,2011,1,ParadosActivos
3321,Toledo,45,41.5,2011,1,ParadosActivos
3322,Valencia/ValÃ¨ncia,46,159.7,2011,1,ParadosActivos
3323,Valladolid,47,25.0,2011,1,ParadosActivos
3324,Zamora,49,9.5,2011,1,ParadosActivos
3325,Zaragoza,50,46.5,2011,1,ParadosActivos
3326,Ceuta,51,6.2,2011,1,ParadosActivos
3327,Melilla,52,3.8,2011,1,ParadosActivos
3328,Albacete,2,117.4,2011,1,Servicios
3329,Alicante/Alacant,3,543.8,2011,1,Servicios
3330,AlmerÃ­a,4,199.9,2011,1,Servicios
3331,Araba/Ã�lava,1,94.0,2011,1,Servicios
3332,Asturias,33,320.1,2011,1,Servicios
3333,Ã�vila,5,43.0,2011,1,Servicios
3334,Badajoz,6,192.6,2011,1,Servicios
3335,"Balears, Illes",7,412.3,2011,1,Servicios
3336,Barcelona,8,1903.7,2011,1,Servicios
3337,Bizkaia,48,399.7,2011,1,Servicios
3338,Burgos,9,105.0,2011,1,Servicios
3339,CÃ¡ceres,10,108.3,2011,1,Servicios
3340,CÃ¡diz,11,353.3,2011,1,Servicios
3341,Cantabria,39,186.9,2011,1,Servicios
3342,CastellÃ³n/CastellÃ³,12,171.5,2011,1,Servicios
3343,Ciudad Real,13,138.1,2011,1,Servicios
3344,CÃ³rdoba,14,208.0,2011,1,Servicios
3345,"CoruÃ±a, A",15,357.6,2011,1,Servicios
3346,Cuenca,16,50.2,2011,1,Servicios
3347,Gipuzkoa,20,222.8,2011,1,Servicios
3348,Girona,17,234.9,2011,1,Servicios
3349,Granada,18,275.3,2011,1,Servicios
3350,Guadalajara,19,85.9,2011,1,Servicios
3351,Huelva,21,140.9,2011,1,Servicios
3352,Huesca,22,61.2,2011,1,Servicios
3353,JaÃ©n,23,160.7,2011,1,Servicios
3354,LeÃ³n,24,145.3,2011,1,Servicios
3355,Lleida,25,129.3,2011,1,Servicios
3356,Lugo,27,90.3,2011,1,Servicios
3357,Madrid,28,2654.3,2011,1,Servicios
3358,MÃ¡laga,29,519.1,2011,1,Servicios
3359,Murcia,30,393.6,2011,1,Servicios
3360,Navarra,31,195.2,2011,1,Servicios
3361,Ourense,32,84.8,2011,1,Servicios
3362,Palencia,34,49.1,2011,1,Servicios
3363,"Palmas, Las",35,385.3,2011,1,Servicios
3364,Pontevedra,36,270.5,2011,1,Servicios
3365,"Rioja, La",26,86.4,2011,1,Servicios
3366,Salamanca,37,103.4,2011,1,Servicios
3367,Santa Cruz de Tenerife,38,355.9,2011,1,Servicios
3368,Segovia,40,51.7,2011,1,Servicios
3369,Sevilla,41,601.5,2011,1,Servicios
3370,Soria,42,26.8,2011,1,Servicios
3371,Tarragona,43,241.4,2011,1,Servicios
3372,Teruel,44,36.5,2011,1,Servicios
3373,Toledo,45,198.9,2011,1,Servicios
3374,Valencia/ValÃ¨ncia,46,806.6,2011,1,Servicios
3375,Valladolid,47,178.7,2011,1,Servicios
3376,Zamora,49,47.0,2011,1,Servicios
3377,Zaragoza,50,293.8,2011,1,Servicios
3378,Ceuta,51,26.5,2011,1,Servicios
3379,Melilla,52,28.2,2011,1,Servicios
3380,Albacete,2,11.7,2011,2,Agricultura
3381,Alicante/Alacant,3,20.9,2011,2,Agricultura
3382,AlmerÃ­a,4,85.6,2011,2,Agricultura
3383,Araba/Ã�lava,1,2.4,2011,2,Agricultura
3384,Asturias,33,16.3,2011,2,Agricultura
3385,Ã�vila,5,6.6,2011,2,Agricultura
3386,Badajoz,6,30.9,2011,2,Agricultura
3387,"Balears, Illes",7,8.1,2011,2,Agricultura
3388,Barcelona,8,9.9,2011,2,Agricultura
3389,Bizkaia,48,3.9,2011,2,Agricultura
3390,Burgos,9,11.9,2011,2,Agricultura
3391,CÃ¡ceres,10,16.3,2011,2,Agricultura
3392,CÃ¡diz,11,23.0,2011,2,Agricultura
3393,Cantabria,39,6.9,2011,2,Agricultura
3394,CastellÃ³n/CastellÃ³,12,11.6,2011,2,Agricultura
3395,Ciudad Real,13,17.3,2011,2,Agricultura
3396,CÃ³rdoba,14,52.5,2011,2,Agricultura
3397,"CoruÃ±a, A",15,27.6,2011,2,Agricultura
3398,Cuenca,16,12.9,2011,2,Agricultura
3399,Gipuzkoa,20,3.4,2011,2,Agricultura
3400,Girona,17,11.5,2011,2,Agricultura
3401,Granada,18,31.0,2011,2,Agricultura
3402,Guadalajara,19,4.5,2011,2,Agricultura
3403,Huelva,21,45.5,2011,2,Agricultura
3404,Huesca,22,15.8,2011,2,Agricultura
3405,JaÃ©n,23,48.8,2011,2,Agricultura
3406,LeÃ³n,24,10.5,2011,2,Agricultura
3407,Lleida,25,19.3,2011,2,Agricultura
3408,Lugo,27,27.5,2011,2,Agricultura
3409,Madrid,28,5.4,2011,2,Agricultura
3410,MÃ¡laga,29,22.3,2011,2,Agricultura
3411,Murcia,30,88.3,2011,2,Agricultura
3412,Navarra,31,9.3,2011,2,Agricultura
3413,Ourense,32,9.4,2011,2,Agricultura
3414,Palencia,34,5.9,2011,2,Agricultura
3415,"Palmas, Las",35,9.3,2011,2,Agricultura
3416,Pontevedra,36,23.1,2011,2,Agricultura
3417,"Rioja, La",26,7.0,2011,2,Agricultura
3418,Salamanca,37,9.4,2011,2,Agricultura
3419,Santa Cruz de Tenerife,38,13.7,2011,2,Agricultura
3420,Segovia,40,6.8,2011,2,Agricultura
3421,Sevilla,41,59.1,2011,2,Agricultura
3422,Soria,42,4.1,2011,2,Agricultura
3423,Tarragona,43,19.2,2011,2,Agricultura
3424,Teruel,44,7.6,2011,2,Agricultura
3425,Toledo,45,17.3,2011,2,Agricultura
3426,Valencia/ValÃ¨ncia,46,35.5,2011,2,Agricultura
3427,Valladolid,47,9.0,2011,2,Agricultura
3428,Zamora,49,10.7,2011,2,Agricultura
3429,Zaragoza,50,11.3,2011,2,Agricultura
3430,Ceuta,51,0.0,2011,2,Agricultura
3431,Melilla,52,0.0,2011,2,Agricultura
3432,Albacete,2,14.4,2011,2,Construccion
3433,Alicante/Alacant,3,59.9,2011,2,Construccion
3434,AlmerÃ­a,4,23.6,2011,2,Construccion
3435,Araba/Ã�lava,1,7.8,2011,2,Construccion
3436,Asturias,33,44.3,2011,2,Construccion
3437,Ã�vila,5,8.5,2011,2,Construccion
3438,Badajoz,6,31.4,2011,2,Construccion
3439,"Balears, Illes",7,56.1,2011,2,Construccion
3440,Barcelona,8,204.7,2011,2,Construccion
3441,Bizkaia,48,46.2,2011,2,Construccion
3442,Burgos,9,14.7,2011,2,Construccion
3443,CÃ¡ceres,10,19.8,2011,2,Construccion
3444,CÃ¡diz,11,48.6,2011,2,Construccion
3445,Cantabria,39,22.9,2011,2,Construccion
3446,CastellÃ³n/CastellÃ³,12,24.4,2011,2,Construccion
3447,Ciudad Real,13,29.2,2011,2,Construccion
3448,CÃ³rdoba,14,29.9,2011,2,Construccion
3449,"CoruÃ±a, A",15,47.6,2011,2,Construccion
3450,Cuenca,16,10.9,2011,2,Construccion
3451,Gipuzkoa,20,22.5,2011,2,Construccion
3452,Girona,17,43.9,2011,2,Construccion
3453,Granada,18,35.6,2011,2,Construccion
3454,Guadalajara,19,11.5,2011,2,Construccion
3455,Huelva,21,19.2,2011,2,Construccion
3456,Huesca,22,9.6,2011,2,Construccion
3457,JaÃ©n,23,21.6,2011,2,Construccion
3458,LeÃ³n,24,17.8,2011,2,Construccion
3459,Lleida,25,23.3,2011,2,Construccion
3460,Lugo,27,15.1,2011,2,Construccion
3461,Madrid,28,241.6,2011,2,Construccion
3462,MÃ¡laga,29,71.4,2011,2,Construccion
3463,Murcia,30,58.6,2011,2,Construccion
3464,Navarra,31,23.6,2011,2,Construccion
3465,Ourense,32,13.9,2011,2,Construccion
3466,Palencia,34,5.9,2011,2,Construccion
3467,"Palmas, Las",35,37.6,2011,2,Construccion
3468,Pontevedra,36,32.8,2011,2,Construccion
3469,"Rioja, La",26,15.9,2011,2,Construccion
3470,Salamanca,37,13.9,2011,2,Construccion
3471,Santa Cruz de Tenerife,38,39.0,2011,2,Construccion
3472,Segovia,40,8.1,2011,2,Construccion
3473,Sevilla,41,71.6,2011,2,Construccion
3474,Soria,42,4.5,2011,2,Construccion
3475,Tarragona,43,40.7,2011,2,Construccion
3476,Teruel,44,7.5,2011,2,Construccion
3477,Toledo,45,37.8,2011,2,Construccion
3478,Valencia/ValÃ¨ncia,46,108.2,2011,2,Construccion
3479,Valladolid,47,20.0,2011,2,Construccion
3480,Zamora,49,8.4,2011,2,Construccion
3481,Zaragoza,50,35.6,2011,2,Construccion
3482,Ceuta,51,2.1,2011,2,Construccion
3483,Melilla,52,1.3,2011,2,Construccion
3484,Albacete,2,27.7,2011,2,Industria
3485,Alicante/Alacant,3,135.3,2011,2,Industria
3486,AlmerÃ­a,4,15.5,2011,2,Industria
3487,Araba/Ã�lava,1,50.1,2011,2,Industria
3488,Asturias,33,61.6,2011,2,Industria
3489,Ã�vila,5,6.2,2011,2,Industria
3490,Badajoz,6,26.4,2011,2,Industria
3491,"Balears, Illes",7,38.4,2011,2,Industria
3492,Barcelona,8,475.6,2011,2,Industria
3493,Bizkaia,48,86.0,2011,2,Industria
3494,Burgos,9,38.4,2011,2,Industria
3495,CÃ¡ceres,10,18.2,2011,2,Industria
3496,CÃ¡diz,11,43.7,2011,2,Industria
3497,Cantabria,39,43.5,2011,2,Industria
3498,CastellÃ³n/CastellÃ³,12,52.7,2011,2,Industria
3499,Ciudad Real,13,26.9,2011,2,Industria
3500,CÃ³rdoba,14,41.0,2011,2,Industria
3501,"CoruÃ±a, A",15,75.0,2011,2,Industria
3502,Cuenca,16,11.9,2011,2,Industria
3503,Gipuzkoa,20,85.9,2011,2,Industria
3504,Girona,17,63.8,2011,2,Industria
3505,Granada,18,31.0,2011,2,Industria
3506,Guadalajara,19,17.1,2011,2,Industria
3507,Huelva,21,15.3,2011,2,Industria
3508,Huesca,22,16.9,2011,2,Industria
3509,JaÃ©n,23,29.3,2011,2,Industria
3510,LeÃ³n,24,23.3,2011,2,Industria
3511,Lleida,25,37.4,2011,2,Industria
3512,Lugo,27,19.4,2011,2,Industria
3513,Madrid,28,291.5,2011,2,Industria
3514,MÃ¡laga,29,27.6,2011,2,Industria
3515,Murcia,30,77.8,2011,2,Industria
3516,Navarra,31,74.6,2011,2,Industria
3517,Ourense,32,21.9,2011,2,Industria
3518,Palencia,34,12.9,2011,2,Industria
3519,"Palmas, Las",35,22.8,2011,2,Industria
3520,Pontevedra,36,81.3,2011,2,Industria
3521,"Rioja, La",26,35.9,2011,2,Industria
3522,Salamanca,37,19.4,2011,2,Industria
3523,Santa Cruz de Tenerife,38,25.0,2011,2,Industria
3524,Segovia,40,8.1,2011,2,Industria
3525,Sevilla,41,86.2,2011,2,Industria
3526,Soria,42,8.9,2011,2,Industria
3527,Tarragona,43,70.3,2011,2,Industria
3528,Teruel,44,12.1,2011,2,Industria
3529,Toledo,45,53.1,2011,2,Industria
3530,Valencia/ValÃ¨ncia,46,184.7,2011,2,Industria
3531,Valladolid,47,37.2,2011,2,Industria
3532,Zamora,49,8.1,2011,2,Industria
3533,Zaragoza,50,91.6,2011,2,Industria
3534,Ceuta,51,0.3,2011,2,Industria
3535,Melilla,52,0.5,2011,2,Industria
3536,Albacete,2,24.4,2011,2,ParadosActivos
3537,Alicante/Alacant,3,108.4,2011,2,ParadosActivos
3538,AlmerÃ­a,4,50.8,2011,2,ParadosActivos
3539,Araba/Ã�lava,1,8.2,2011,2,ParadosActivos
3540,Asturias,33,41.0,2011,2,ParadosActivos
3541,Ã�vila,5,9.9,2011,2,ParadosActivos
3542,Badajoz,6,43.0,2011,2,ParadosActivos
3543,"Balears, Illes",7,52.9,2011,2,ParadosActivos
3544,Barcelona,8,298.4,2011,2,ParadosActivos
3545,Bizkaia,48,41.1,2011,2,ParadosActivos
3546,Burgos,9,12.9,2011,2,ParadosActivos
3547,CÃ¡ceres,10,16.0,2011,2,ParadosActivos
3548,CÃ¡diz,11,91.5,2011,2,ParadosActivos
3549,Cantabria,39,20.0,2011,2,ParadosActivos
3550,CastellÃ³n/CastellÃ³,12,39.4,2011,2,ParadosActivos
3551,Ciudad Real,13,31.8,2011,2,ParadosActivos
3552,CÃ³rdoba,14,51.5,2011,2,ParadosActivos
3553,"CoruÃ±a, A",15,40.3,2011,2,ParadosActivos
3554,Cuenca,16,9.1,2011,2,ParadosActivos
3555,Gipuzkoa,20,17.0,2011,2,ParadosActivos
3556,Girona,17,41.8,2011,2,ParadosActivos
3557,Granada,18,51.3,2011,2,ParadosActivos
3558,Guadalajara,19,13.3,2011,2,ParadosActivos
3559,Huelva,21,31.2,2011,2,ParadosActivos
3560,Huesca,22,5.8,2011,2,ParadosActivos
3561,JaÃ©n,23,33.6,2011,2,ParadosActivos
3562,LeÃ³n,24,19.0,2011,2,ParadosActivos
3563,Lleida,25,15.4,2011,2,ParadosActivos
3564,Lugo,27,10.6,2011,2,ParadosActivos
3565,Madrid,28,286.8,2011,2,ParadosActivos
3566,MÃ¡laga,29,117.3,2011,2,ParadosActivos
3567,Murcia,30,88.9,2011,2,ParadosActivos
3568,Navarra,31,19.4,2011,2,ParadosActivos
3569,Ourense,32,14.9,2011,2,ParadosActivos
3570,Palencia,34,6.8,2011,2,ParadosActivos
3571,"Palmas, Las",35,108.0,2011,2,ParadosActivos
3572,Pontevedra,36,46.4,2011,2,ParadosActivos
3573,"Rioja, La",26,14.2,2011,2,ParadosActivos
3574,Salamanca,37,14.6,2011,2,ParadosActivos
3575,Santa Cruz de Tenerife,38,82.5,2011,2,ParadosActivos
3576,Segovia,40,4.5,2011,2,ParadosActivos
3577,Sevilla,41,124.2,2011,2,ParadosActivos
3578,Soria,42,3.1,2011,2,ParadosActivos
3579,Tarragona,43,35.5,2011,2,ParadosActivos
3580,Teruel,44,4.6,2011,2,ParadosActivos
3581,Toledo,45,44.2,2011,2,ParadosActivos
3582,Valencia/ValÃ¨ncia,46,160.8,2011,2,ParadosActivos
3583,Valladolid,47,24.6,2011,2,ParadosActivos
3584,Zamora,49,8.7,2011,2,ParadosActivos
3585,Zaragoza,50,41.5,2011,2,ParadosActivos
3586,Ceuta,51,5.9,2011,2,ParadosActivos
3587,Melilla,52,5.0,2011,2,ParadosActivos
3588,Albacete,2,121.2,2011,2,Servicios
3589,Alicante/Alacant,3,564.0,2011,2,Servicios
3590,AlmerÃ­a,4,180.3,2011,2,Servicios
3591,Araba/Ã�lava,1,96.3,2011,2,Servicios
3592,Asturias,33,329.9,2011,2,Servicios
3593,Ã�vila,5,46.2,2011,2,Servicios
3594,Badajoz,6,192.7,2011,2,Servicios
3595,"Balears, Illes",7,442.2,2011,2,Servicios
3596,Barcelona,8,1938.4,2011,2,Servicios
3597,Bizkaia,48,392.3,2011,2,Servicios
3598,Burgos,9,106.3,2011,2,Servicios
3599,CÃ¡ceres,10,106.4,2011,2,Servicios
3600,CÃ¡diz,11,370.8,2011,2,Servicios
3601,Cantabria,39,189.4,2011,2,Servicios
3602,CastellÃ³n/CastellÃ³,12,169.2,2011,2,Servicios
3603,Ciudad Real,13,139.4,2011,2,Servicios
3604,CÃ³rdoba,14,213.9,2011,2,Servicios
3605,"CoruÃ±a, A",15,359.8,2011,2,Servicios
3606,Cuenca,16,48.9,2011,2,Servicios
3607,Gipuzkoa,20,223.1,2011,2,Servicios
3608,Girona,17,243.6,2011,2,Servicios
3609,Granada,18,274.6,2011,2,Servicios
3610,Guadalajara,19,85.1,2011,2,Servicios
3611,Huelva,21,144.4,2011,2,Servicios
3612,Huesca,22,66.8,2011,2,Servicios
3613,JaÃ©n,23,157.9,2011,2,Servicios
3614,LeÃ³n,24,149.0,2011,2,Servicios
3615,Lleida,25,129.2,2011,2,Servicios
3616,Lugo,27,88.5,2011,2,Servicios
3617,Madrid,28,2658.8,2011,2,Servicios
3618,MÃ¡laga,29,517.0,2011,2,Servicios
3619,Murcia,30,408.7,2011,2,Servicios
3620,Navarra,31,194.1,2011,2,Servicios
3621,Ourense,32,86.1,2011,2,Servicios
3622,Palencia,34,46.1,2011,2,Servicios
3623,"Palmas, Las",35,391.0,2011,2,Servicios
3624,Pontevedra,36,275.2,2011,2,Servicios
3625,"Rioja, La",26,87.2,2011,2,Servicios
3626,Salamanca,37,103.8,2011,2,Servicios
3627,Santa Cruz de Tenerife,38,365.0,2011,2,Servicios
