"GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted","date"
305.045,306.031,303.368,305.380371,2987200,305.380371,"2011-02-03"
222.868,224.424,217.032,219.964966,7020100,219.964966,"2010-07-01"
608.108,608.609,605.355,608.063049,2932400,608.063049,"2014-03-04"
288.829,294.314,288.393,293.443451,7825500,293.443451,"2008-06-05"
242.743,243.358,239.855,242.532532,6051100,242.532532,"2011-06-20"
156.657,158.764,156.451,157.837845,16950600,157.837845,"2005-09-23"
797.33,802.32,794.53,800.119995,1996400,800.119995,"2016-08-02"
353.103,361.321,352.362,360.750763,6064700,360.750763,"2012-12-17"
210.23,212.097,209.935,211.811813,4309000,211.811813,"2006-07-03"
312.322,315.06,311.877,313.6987,4198300,313.6987,"2010-11-08"
196.291,197.913,192.868,193.478485,12302600,193.478485,"2006-06-09"
303.303,305.14,296.081,296.49649,6394700,296.49649,"2011-08-02"
143.839,144.9,143.083,143.778778,9574400,143.778778,"2005-08-30"
748.47,751.37,744.34,748.460022,1039400,748.460022,"2016-06-01"
254.63,259.019,230.23,249.584579,9990100,249.584579,"2010-05-06"
301.842,302.302,297.322,298.03302,6950800,298.03302,"2010-11-15"
582.95,589.3,582.4,588.630005,1583000,588.630005,"2014-09-02"
269.775,286.787,267.412,282.432434,29712800,282.432434,"2008-01-31"
209.525,213.078,208.358,209.179184,14827700,209.179184,"2006-04-28"
734.8,735,725.62,730.219971,2425800,730.219971,"2016-03-04"
284.254,286.031,280.831,284.404419,8092600,284.404419,"2008-05-28"
688.04,694.74,683.06,694.109985,1234000,694.109985,"2015-08-17"
344.139,348.153,342.598,345.910919,2921600,345.910919,"2012-12-06"
770.31,775.75,764.59,771.909973,1771300,771.909973,"2016-04-13"
589.51,596.07,587.12,593.289978,1719500,593.289978,"2014-09-17"
270.646,272.187,265.876,266.51651,4826100,266.51651,"2011-09-01"
224.094,233.483,223.659,233.088089,12174000,233.088089,"2008-04-01"
304.374,308.999,304.054,304.294281,7043100,304.294281,"2010-10-20"
602.5,603.8,593.12,597.27002,1782200,597.27002,"2014-09-22"
537.64,542.69,534.89,542.580017,1629900,542.580017,"2014-12-04"
