"GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted","date"
388.138,392.267,386.942,389.214203,4310200,389.214203,"2013-04-09"
586.8,588.72,578.02,579.630005,1447700,579.630005,"2014-10-01"
110.22,111.111,109.254,109.484482,34509400,109.484482,"2005-04-26"
393.769,395.816,389.439,391.671661,4069900,391.671661,"2013-04-17"
220.035,220.741,213.213,213.793793,19118800,213.793793,"2006-04-25"
148.789,149.7,148.428,149.694702,8772200,149.694702,"2005-09-09"
227.377,227.668,224.489,225.405411,4217500,225.405411,"2009-08-06"
330.661,331.421,325.576,326.601593,3333400,326.601593,"2012-11-14"
815.72,815.72,805.1,812.200012,1459600,812.200012,"2016-12-21"
208.729,210.075,207.953,209.689697,13247500,209.689697,"2005-12-14"
207.913,207.913,203.609,204.449448,5030100,204.449448,"2009-07-02"
245.465,245.681,241.016,241.316315,5367400,241.316315,"2010-08-18"
214.555,220.826,212.963,218.888885,6949400,218.888885,"2009-07-23"
232.007,232.848,230.4,232.042038,7474900,232.042038,"2007-03-27"
212.843,220.295,212.538,220.140137,17636100,220.140137,"2008-03-11"
286.151,286.156,283.173,284.034027,4108400,284.034027,"2007-09-27"
598.799,604.53,592.688,604.254272,3924600,604.254272,"2014-03-12"
337.472,340.581,335.836,338.738739,3564800,338.738739,"2012-08-23"
266.652,269.069,264.074,268.443451,5712600,268.443451,"2010-10-08"
141.336,147.022,141.056,145.615616,45006700,145.615616,"2005-06-06"
583.584,585.505,574.074,579.939941,4815500,579.939941,"2014-03-25"
540,546.35,536.57,540.390015,2425300,540.390015,"2014-05-20"
203.529,204.7,201.476,203.043045,5793400,203.043045,"2009-06-23"
201.947,202.452,200.125,200.305298,14037100,200.305298,"2005-11-18"
157.162,159.404,152.708,155.490494,13462300,155.490494,"2008-12-15"
549.61,549.87,542.95,543.47998,1360700,543.47998,"2015-06-08"
950.29,959.14,947.37,954.719971,1937600,954.719971,"2017-05-04"
232.482,234.029,231.742,232.432434,3416300,232.432434,"2010-09-07"
330.415,337.838,329.329,335.690704,5012300,335.690704,"2012-11-27"
733.6,736.16,721.94,724.859985,2123700,724.859985,"2016-02-26"
