"GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted","date"
237.648,240.47,235.24,238.523529,13113000,238.523529,"2006-10-30"
99.354,99.52,98.428,99.074074,16954800,99.074074,"2005-02-18"
257.277,268.519,255.556,268.068054,9474900,268.068054,"2008-07-16"
197.703,200.771,197.528,199.699707,17019900,199.699707,"2006-07-19"
933.22,934.24,915.31,919.460022,1694800,919.460022,"2017-07-03"
306.286,308.699,303.659,304.274261,3930000,304.274261,"2012-02-22"
939.21,940.73,930.1,930.5,1187300,930.5,"2017-08-25"
266.632,268.539,265.125,265.8909,4932400,265.8909,"2011-05-19"
992.5,997.62,991.36,996.169983,1516200,996.169983,"2017-05-30"
518.393,524.895,515.135,516.291321,3515800,516.291321,"2013-11-18"
775.5,780.93,774.93,780,1585600,780,"2016-04-15"
527.44,532.24,521.46,521.51001,2365700,521.51001,"2014-12-12"
295.39,296.512,289.66,291.141144,3842300,291.141144,"2012-07-10"
738.5,738.5,728.29,730.059998,1499600,730.059998,"2016-06-06"
560.06,567.162,559.444,560.63562,4513200,560.63562,"2014-03-28"
220.776,223.974,216.051,216.216217,12345600,216.216217,"2008-03-19"
564.32,567.83,560.96,564.369995,1858900,564.369995,"2015-04-28"
164.164,164.885,154.89,159.549545,16144000,159.549545,"2008-11-10"
304.484,305.3,299.525,300.425415,17062100,300.425415,"2008-01-18"
262.763,264.259,260.04,263.408417,12233900,263.408417,"2007-06-27"
144.179,145.295,142.628,144.064072,30234300,144.064072,"2005-06-21"
529.22,533.82,527,530.72998,3228300,530.72998,"2014-12-08"
233.233,233.298,230.591,230.965973,8076700,230.965973,"2007-02-15"
810,810.06,768.23,780.289978,5909600,780.289978,"2016-11-10"
340.185,340.821,327.828,328.828827,10708800,328.828827,"2008-01-04"
525.8,525.9,511,522.97998,3752800,522.97998,"2014-04-28"
296.797,297.668,291.842,294.134125,4104800,294.134125,"2011-04-04"
771.76,771.78,743.59,753.219971,3672000,753.219971,"2016-11-14"
292.042,295.626,291.291,293.818817,3044900,293.818817,"2009-12-08"
819.5,823.07,813.4,820.190002,2020200,820.190002,"2017-01-31"
