"GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted","date"
240.315,248.123,238.083,247.752747,7471100,247.752747,"2008-08-08"
266.266,267.207,261.962,265.025024,4703600,265.025024,"2011-09-13"
255.746,257.903,253.393,257.312317,8810500,257.312317,"2007-06-21"
946.86,951.39,935.6,941.47998,1457400,941.47998,"2017-09-05"
758.97,764.45,755.93,761.969971,1576200,761.969971,"2016-07-27"
94.474,94.525,92.693,94.134132,13241500,94.134132,"2005-01-27"
299.545,301.527,289.94,290.935944,13983600,290.935944,"2008-05-02"
202.853,205.531,201.522,205.530533,17802100,205.530533,"2005-12-08"
232.377,233.729,228.148,229.539536,5308000,229.539536,"2009-09-08"
971.76,974.4,965.61,966.780029,1057800,966.780029,"2017-10-04"
280.781,287.593,270.776,286.992004,12926400,286.992004,"2011-08-09"
295.43,300.045,288.504,289.789795,13212700,289.789795,"2008-05-07"
252.002,260.966,249.78,259.669678,8684900,259.669678,"2011-08-23"
109.104,110.536,108.478,110,20509000,110,"2005-04-27"
732,735.37,724.27,728.070007,1354700,728.070007,"2016-05-12"
165.245,179.675,163.218,169.224228,23629100,169.224228,"2008-10-08"
100.31,102.603,99.76,102.212212,35468200,102.212212,"2005-04-21"
285.27,292.467,285.09,291.566559,9413100,291.566559,"2007-10-01"
309.985,309.985,307.693,308.743744,3262100,308.743744,"2011-01-12"
95.105,97.447,93.263,95.265266,24391900,95.265266,"2005-01-28"
186.957,191.687,185.986,191.501495,12543400,191.501495,"2006-06-01"
313.313,315.906,312.402,315.355347,6429300,315.355347,"2011-02-18"
804.08,806.95,800.51,803.080017,1099900,803.080017,"2016-10-06"
274.87,280.495,272.027,274.409424,15863300,274.409424,"2008-01-30"
592.688,593.043,573.549,579.544556,6068100,579.544556,"2014-03-24"
151.401,152.342,146.221,146.5065,36560800,146.5065,"2005-06-29"
444.444,447.497,436.486,438.48349,4229700,438.48349,"2013-10-03"
239.545,240.23,238.013,239.003998,7382000,239.003998,"2007-04-24"
295.796,296.577,294.129,295.695709,6168000,295.695709,"2010-12-17"
160.661,165.786,157.658,164.189194,9768200,164.189194,"2009-01-05"
