"GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted","date"
288.463,289.324,284.474,285.015015,6918800,285.015015,"2008-06-17"
314.695,318.599,311.737,313.128143,8048300,313.128143,"2011-12-13"
235.991,236.597,225.28,228.738739,15093800,228.738739,"2008-03-03"
539.73,541.95,536,538,1915300,538,"2015-02-11"
303.714,308.499,301.206,304.879883,4652900,304.879883,"2012-05-09"
299.124,299.379,294.294,295.535522,9696800,295.535522,"2010-01-12"
229.84,232.983,227.277,227.587585,10714800,227.587585,"2007-03-08"
254.349,254.755,250.866,253.198196,12335800,253.198196,"2007-06-15"
182.988,190.811,182.878,189.224228,25078000,189.224228,"2006-02-23"
807.45,810.09,802.32,804.599976,1111900,804.599976,"2016-10-14"
236.061,236.577,230.981,231.176178,9707400,231.176178,"2007-02-09"
240.581,240.616,236.747,237.677673,7603500,237.677673,"2011-06-24"
546.57,546.57,535.74,539.780029,2354300,539.780029,"2015-04-14"
178.478,178.724,176.016,176.706711,10258500,176.706711,"2005-10-27"
753.91,763.34,751.27,762.159973,1438700,762.159973,"2016-03-21"
763.05,766.35,754.15,760.799988,1742400,760.799988,"2015-12-21"
242.778,243.033,237.137,237.742737,9816700,237.742737,"2010-05-20"
817.36,823,812,815.650024,1769700,815.650024,"2016-12-15"
225.43,227.062,221.742,224.949951,16048500,224.949951,"2007-02-28"
296.867,297.292,295.44,296.401398,3405900,296.401398,"2010-12-10"
186.852,187.678,172.858,173.178177,22086600,173.178177,"2008-10-07"
552.8,561.4,551.58,560.659973,2060600,560.659973,"2014-06-18"
671.99,673.98,651.1,667.960022,2948700,667.960022,"2015-08-27"
314.134,316.266,311.512,313.138153,6388600,313.138153,"2011-12-05"
801.83,811.71,792.04,805.590027,3098500,805.590027,"2016-11-09"
339.224,340.34,336.381,339.954956,6126400,339.954956,"2007-10-29"
311.812,312.217,301.131,303.338348,11372800,303.338348,"2012-04-16"
342.593,343.774,338.118,341.821808,3268500,341.821808,"2012-11-05"
540.45,543.45,518.41,522.969971,5996500,522.969971,"2014-10-17"
282.533,285.586,267.698,275.280273,13587100,275.280273,"2010-01-22"
