"GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted","date"
345.345,351.311,344.204,348.788788,5369800,348.788788,"2012-12-11"
853.69,860.71,852.67,857.840027,1347700,857.840027,"2017-03-09"
249.114,249.249,245.996,246.116119,4441500,246.116119,"2010-08-11"
283.534,289.84,283.534,286.691681,7078500,286.691681,"2008-06-16"
246.111,247.598,241.582,247.257263,9706600,247.257263,"2010-07-15"
637.94,643.84,631.12,642,2125300,642,"2015-10-01"
228.033,231.316,226.491,231.251251,11350000,231.251251,"2007-03-22"
590.6,594.86,586.69,594.26001,1951600,594.26001,"2014-07-14"
583.74,588.69,580.21,583.960022,2073300,583.960022,"2015-07-15"
293.794,299.049,292.152,299.049042,5334200,299.049042,"2011-11-03"
267.888,268.739,265.721,267.792786,2893700,267.792786,"2011-05-12"
311.151,313.143,309.359,312.007019,4510000,312.007019,"2011-12-07"
438.939,445.425,437.437,441.836823,4545600,441.836823,"2013-05-23"
440.566,444.279,440.465,443.943939,3366200,443.943939,"2013-10-01"
234.309,238.964,232.237,238.773773,6028700,238.773773,"2010-05-25"
444.615,445.385,436.972,440.905914,7956600,440.905914,"2013-06-21"
250.485,250.956,246.747,248.633636,5050100,248.633636,"2009-09-24"
230.956,231.927,228.769,231.146149,8214300,231.146149,"2007-03-23"
204.805,207.928,204.349,207.252258,19470300,207.252258,"2005-12-01"
297.397,298.524,294.87,295.445435,4331000,295.445435,"2010-12-15"
316.306,316.306,313.153,314.604614,3814700,314.604614,"2012-01-17"
335.32,335.335,333.383,334.319305,1843100,334.319305,"2012-11-23"
930.99,944.66,929.79,940.809998,1663300,940.809998,"2017-07-07"
311.441,313.163,309.384,311.511505,4470900,311.511505,"2012-03-01"
923.71,933.36,921.22,930.090027,1616700,930.090027,"2017-08-11"
601.35,604.16,594.45,598.440002,2237900,598.440002,"2014-07-21"
192.748,193.078,187.943,187.942947,10915400,187.942947,"2006-08-01"
771.87,775.03,761.12,762.849976,1679300,762.849976,"2015-11-30"
149.72,149.9,141.517,141.51651,10086300,141.51651,"2009-01-20"
309.254,310.16,306.932,308.703705,4034300,308.703705,"2011-01-27"
