"GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted","date"
272.017,275.16,271.602,274.599609,3691700,274.599609,"2009-11-05"
273.213,278.684,269.77,276.336334,8009100,276.336334,"2008-04-28"
560.85,564.97,555.98,558.450012,2053300,558.450012,"2014-10-29"
792.49,799.4,789.41,793.219971,1248900,793.219971,"2016-08-26"
319.555,320.25,308.083,310.365356,13873700,310.365356,"2007-10-15"
236.727,236.737,233.028,234.33934,6118000,234.33934,"2007-04-09"
257.973,265.876,257.773,265.495483,6600500,265.495483,"2011-05-17"
293.849,298.298,293.799,297.322327,10127200,297.322327,"2007-10-05"
561.83,564.07,556.93,557.549988,1723500,557.549988,"2015-03-27"
318.023,321.006,314.565,320.130127,24553800,320.130127,"2007-10-18"
975.31,980.79,968.2,968.98999,1297300,968.98999,"2017-06-20"
103.338,103.979,101.401,102.28228,29608900,102.28228,"2005-02-04"
251.376,253.003,250.931,252.927933,3740600,252.927933,"2010-08-09"
273.524,278.343,273.373,277.572571,6361200,277.572571,"2010-03-04"
169.194,174.635,167.668,173.398392,12421700,173.398392,"2009-02-20"
241.306,241.672,237.102,240.350357,9593700,240.350357,"2011-06-23"
735.21,739.46,726.97,733.789978,1543100,733.789978,"2016-01-26"
281.196,284.495,280.661,282.882874,6856100,282.882874,"2010-03-16"
200.35,204.429,200.13,203.628632,21362800,203.628632,"2006-09-21"
211.707,212.588,208.959,209.864868,12022500,209.864868,"2006-10-18"
740.21,751.71,734.33,750.419983,2535200,750.419983,"2015-11-16"
238.624,241.331,230.941,232.857864,12210700,232.857864,"2008-09-02"
543.82,548.34,542.25,546.669983,1247600,546.669983,"2015-05-18"
307.808,311.702,307.037,308.303314,5867900,308.303314,"2012-03-14"
259.189,260.881,258.659,259.934937,7319800,259.934937,"2007-09-07"
431.937,432.367,425.761,429.044037,3914000,429.044037,"2013-05-07"
767.23,774.14,756.59,756.849976,3389700,756.849976,"2015-12-18"
350.35,355.641,348.348,354.044037,3990800,354.044037,"2012-12-31"
729.51,734.85,723.45,729.049988,1875800,729.049988,"2016-02-22"
228.138,229.394,226.522,226.731735,3605900,226.731735,"2009-09-02"
