"GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted","date"
808.68,816,805.8,809.929993,976000,809.929993,"2016-12-27"
440.055,445.16,439.58,443.568573,4288300,443.568573,"2013-06-17"
296.762,299.289,295.395,296.451447,4565200,296.451447,"2011-03-08"
242.718,246.401,240.766,245.475479,5612500,245.475479,"2010-05-27"
93.093,95.03,93.018,94.089088,15621100,94.089088,"2005-02-28"
340.846,342.658,335.185,339.674683,8103000,339.674683,"2012-10-22"
191.932,194.419,191.251,194.054047,11694600,194.054047,"2006-08-16"
523.89,537.76,523,536.330017,2535200,536.330017,"2014-04-29"
270.771,275.616,268.208,273.573578,7863100,273.573578,"2011-07-07"
240.24,240.926,238.293,239.234238,7925600,239.234238,"2007-04-25"
594.77,595.58,589.26,590.570007,1295600,590.570007,"2014-08-25"
264.354,268.258,263.013,263.9039,5672900,263.9039,"2011-07-11"
208.293,212.472,207.798,212.362366,8083300,212.362366,"2009-07-13"
188.478,195.195,188.338,195.190186,20499000,195.190186,"2006-06-06"
306.772,310.07,306.441,309.549561,1715600,309.549561,"2009-12-24"
765.87,767.13,755.77,759.469971,1171700,759.469971,"2016-04-08"
651.88,657.36,640.9,643.409973,2041800,643.409973,"2015-09-09"
231.371,242.563,230.415,240.63063,30178700,240.63063,"2006-10-23"
251.281,254.755,249.024,254.15416,11020700,254.15416,"2008-02-22"
229.079,229.414,225.686,225.920914,5519800,225.920914,"2010-08-24"
550.16,552.61,542.37,543.039978,1426400,543.039978,"2015-05-05"
214.204,214.58,209.795,210.285278,13877700,210.285278,"2005-12-29"
294.374,296.246,292.057,294.409424,3809500,294.409424,"2012-05-30"
438.318,443.258,437.437,441.446442,3180600,441.446442,"2013-10-15"
319.615,321.441,318.383,321.32132,2866300,321.32132,"2012-08-10"
312.863,316.527,298.649,300.500488,11935000,300.500488,"2012-05-18"
268.834,271.276,265.08,267.212219,4158800,267.212219,"2011-05-03"
359.109,364.645,358.564,364.114105,6190400,364.114105,"2012-09-19"
293.654,300.285,293.544,298.508514,6846900,298.508514,"2011-10-24"
937,945.43,935.24,942.580017,1134500,942.580017,"2017-08-23"
