"GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted","date"
712.2,725.99,711.95,725.179993,1997600,725.179993,"2016-05-06"
96.942,98.278,95.956,97.907906,19174200,97.907906,"2005-01-31"
203.448,207.152,202.918,205.795792,17179800,205.795792,"2006-04-06"
111.562,112.112,107.237,108.013016,66343700,108.013016,"2005-04-22"
250.015,250.125,246.752,249.514511,4194200,249.514511,"2009-09-29"
995.3,997.47,981.11,987.799988,1163400,987.799988,"2017-10-10"
225.215,226.577,221.436,221.74675,5715000,221.74675,"2009-07-31"
590.19,591.451,566.572,567.282288,9129000,567.282288,"2014-02-03"
246.096,249.935,246.096,249.619614,5459100,249.619614,"2009-10-06"
214.094,214.965,212.993,213.863861,7237700,213.863861,"2006-10-13"
297.558,301.451,297.422,300.370361,5010900,300.370361,"2011-10-28"
358.318,358.594,350.125,351.701691,6882900,351.701691,"2012-12-13"
339.024,344.84,338.413,344.349335,5974600,344.349335,"2012-08-29"
223.223,226.001,220.971,225.84584,21594900,225.84584,"2006-01-05"
401.552,404.61,395.641,395.780792,4603100,395.780792,"2013-02-25"
396.391,396.446,391.857,395.42041,3270100,395.42041,"2013-04-12"
863.75,867.58,860.13,865.909973,1061700,865.909973,"2017-03-14"
239.75,240.135,237.778,238.308304,3944600,238.308304,"2010-09-10"
188.273,192.342,188.238,190.925919,7383400,190.925919,"2009-04-21"
198.078,202.077,197.598,198.183182,8702600,198.183182,"2009-04-30"
656.71,668.85,653.34,665.070007,1761800,665.070007,"2015-09-15"
280.28,284.284,278.919,280.280273,9578800,280.280273,"2010-03-19"
303.599,306.486,302.833,304.959961,3624100,304.959961,"2012-02-27"
198.188,212.753,196.356,200.460464,6166400,200.460464,"2008-09-30"
603.01,606.7,590.92,605.109985,4871600,605.109985,"2014-07-18"
143.098,143.894,142.643,143.268265,5478700,143.268265,"2005-09-01"
315.315,315.741,310.566,312.722717,4469900,312.722717,"2010-11-09"
434.925,440.27,433.183,438.938934,4135600,438.938934,"2013-06-13"
303.879,305,302.182,303.68869,4180000,303.68869,"2012-02-07"
272.953,276.852,271.281,272.877869,7264500,272.877869,"2008-06-23"
