"GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted","date"
291.982,298.704,290.295,292.487488,14120800,292.487488,"2007-10-02"
536.93,543.25,535.49,541.52002,1113500,541.52002,"2014-12-26"
970.79,979.55,969.45,978.590027,1161600,978.590027,"2017-06-21"
270.671,273.023,268.478,270.435425,4660700,270.435425,"2009-11-04"
841.7,844.63,834.6,839.880005,974300,839.880005,"2017-04-11"
360.07,363.864,358.634,361.987,5077500,361.987,"2013-01-02"
205.711,208.208,204.304,207.707703,24518400,207.707703,"2006-04-20"
210.36,212.087,208.559,210.530533,10411500,210.530533,"2006-10-17"
442.893,447.858,440.886,441.576569,3780000,441.576569,"2013-07-29"
190.125,192.893,188.909,192.372375,8140400,192.372375,"2006-09-05"
297.623,299.239,294.625,297.82782,3942600,297.82782,"2010-12-20"
202.112,203.453,198.188,198.218216,23591700,198.218216,"2006-02-02"
292.763,293.043,289.86,290.705719,4636700,290.705719,"2012-02-01"
250.936,251.141,242.618,242.617615,14634700,242.617615,"2006-11-27"
551.71,559.2,550.43,558.940002,1738700,558.940002,"2014-10-28"
240.606,245.14,238.639,238.818817,8682500,238.818817,"2010-05-24"
279.029,285.786,278.028,285.065063,8003100,285.065063,"2011-03-15"
181.156,182.432,176.747,181.486481,30416500,181.486481,"2006-02-10"
308.103,312.683,307.793,308.558563,6310400,308.558563,"2010-10-25"
539.66,548.34,537,546.01001,2429500,546.01001,"2015-02-12"
800.11,807.22,797.81,806.929993,1807300,806.929993,"2016-08-05"
335.435,336.081,325.941,326.471466,5188800,326.471466,"2012-11-08"
225.28,226.191,221.637,221.73674,12741800,221.73674,"2007-03-13"
267.167,269.82,266.216,267.747742,4756200,267.747742,"2011-09-08"
588.97,589.5,576.85,580.820007,2935300,580.820007,"2014-07-17"
93.959,95.225,93.879,94.379379,17455900,94.379379,"2005-04-05"
811.96,814.5,808.55,811.77002,907900,811.77002,"2016-10-12"
990.96,993.14,981.29,988.289978,1306400,988.289978,"2017-06-01"
957.85,957.98,952.06,955.140015,1214900,955.140015,"2017-05-12"
705.01,708.12,699.13,704.890015,1422000,704.890015,"2016-07-05"
