"GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted","date"
196.962,197.447,178.679,181.53653,15554000,181.53653,"2008-10-14"
721.39,721.39,701.12,704.25,4113100,704.25,"2016-06-17"
714.05,714.21,705.88,710.469971,1452900,710.469971,"2016-06-22"
289.79,292.793,285.936,286.886902,8960800,286.886902,"2008-05-09"
212.212,213.819,209.319,211.006012,5182600,211.006012,"2009-06-30"
185.49,190.11,185.295,187.437439,21266300,187.437439,"2006-05-17"
309.56,311.677,309.314,311.676666,2928200,311.676666,"2009-12-30"
229.725,230.28,227.022,230.065063,23272500,230.065063,"2006-10-20"
424.555,431.356,424.555,431.206207,4278300,431.206207,"2013-05-06"
647.93,651.25,633.81,637.049988,1728600,637.049988,"2015-09-03"
92.197,92.417,90.17,90.765762,22698000,90.765762,"2005-03-09"
308.173,310.641,305.911,307.8078,6168000,307.8078,"2010-11-01"
559.23,564.36,550.33,553,1771400,553,"2015-03-13"
198.248,201.021,196.697,199.639633,5669300,199.639633,"2009-05-19"
538.03,545.41,535.75,541.950012,2292800,541.950012,"2015-01-23"
534.32,536.5,521.72,532.200012,3768900,532.200012,"2015-02-02"
568.54,581.88,568.09,577.539978,3957800,577.539978,"2015-03-24"
804.49,813.33,804.06,807.47998,1607700,807.47998,"2016-08-09"
212.212,221.206,212.067,217.147141,13121600,217.147141,"2008-09-15"
758.43,764.92,751.57,764.320007,1366600,764.320007,"2016-04-12"
573.39,588.3,566.01,571.5,4018300,571.5,"2014-04-03"
241.046,248.864,239.289,244.854858,9778400,244.854858,"2008-07-23"
297.973,298.954,296.602,298.163177,3822900,298.163177,"2009-12-14"
204.199,209.309,203.113,209.11412,13303000,209.11412,"2006-06-29"
764.1,769.2,755.65,761.530029,2260800,761.530029,"2016-01-05"
277.007,277.037,271.391,274.56958,22232100,274.56958,"2007-07-19"
214.494,215.055,212.212,213.933929,9678300,213.933929,"2006-10-12"
558.29,560.64,554.41,557.609985,1441900,557.609985,"2015-03-17"
323.624,324.575,320.771,321.616608,3876500,321.616608,"2012-03-23"
754.04,755.33,739.47,740.070007,2409400,740.070007,"2015-11-13"
