"GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted","date"
310.475,311.557,307.948,308.558563,4072100,308.558563,"2011-01-26"
377.247,380.856,376.832,377.292297,3462500,377.292297,"2013-01-30"
278.153,281.101,275.721,277.382385,5934800,277.382385,"2009-10-26"
226.512,227.853,225.781,227.6026,6923800,227.6026,"2007-03-12"
743.91,753.92,730.37,737.77002,7039900,737.77002,"2016-04-22"
278.769,278.769,272.528,273.488495,11954200,273.488495,"2008-06-20"
246.291,246.291,237.803,238.798798,6313600,238.798798,"2008-07-28"
166.832,170.521,163.163,163.743744,11565400,163.743744,"2009-03-02"
297.237,298.088,294.795,296.046051,3734000,296.046051,"2010-12-09"
148.899,149.404,145.801,146.32132,11867500,146.32132,"2005-08-05"
197.758,198.649,194.62,195.395401,14113600,195.395401,"2005-11-11"
652.9,660.28,650.73,653.289978,1458000,653.289978,"2015-09-23"
274.119,277.778,269.7,269.869873,5023500,269.869873,"2011-09-21"
460.961,463.894,458.609,459.734741,3009100,459.734741,"2013-07-17"
311.807,314.625,310.43,312.197205,4648300,312.197205,"2011-12-06"
273.028,280.205,270.12,278.943939,13117200,278.943939,"2010-03-24"
157.417,164.915,155.791,162.802795,14105000,162.802795,"2008-12-16"
568.48,569.76,559.82,559.849976,1979300,559.849976,"2015-03-10"
236.481,238.463,235.4,237.127121,6053300,237.127121,"2008-08-28"
317.302,318.318,315.966,318.298309,4393600,318.298309,"2012-04-11"
195.11,195.746,189.449,192.38739,15528400,192.38739,"2006-06-14"
184.424,185.531,177.513,184.724731,41566500,184.724731,"2006-02-08"
96.597,97.307,94.8,97.07708,14624500,97.07708,"2005-04-12"
400.901,408.158,400.581,404.35434,4580000,404.35434,"2013-04-23"
198.373,200.951,195.636,197.282288,16128200,197.282288,"2006-05-03"
310.991,313.153,308.709,313.007996,10760400,313.007996,"2007-10-10"
251.246,252.753,250.25,252.752747,8938400,252.752747,"2007-01-12"
207.523,207.813,205.18,206.511505,13886200,206.511505,"2005-12-12"
323.318,326.837,318.318,323.91391,6869500,323.91391,"2012-11-16"
224.675,225.586,218.303,218.768768,45057400,218.768768,"2006-04-21"
